UNITID,EFFYLEV,LSTUDY,XFYRAC01,FYRACE01,XFYRAC02,FYRACE02,XFYRAC03,FYRACE03,XFYRAC04,FYRACE04,XFYRAC05,FYRACE05,XFYRAC06,FYRACE06,XFYRAC07,FYRACE07,XFYRAC08,FYRACE08,XFYRAC09,FYRACE09,XFYRAC10,FYRACE10,XFYRAC11,FYRACE11,XFYRAC12,FYRACE12,XFYRAC13,FYRACE13,XFYRAC14,FYRACE14,XFYRAC15,FYRACE15,XFYRAC16,FYRACE16,XFYRAC17,FYRACE17,XFYRAC18,FYRACE18,XFYRAC19,FYRACE19,XFYRAC20,FYRACE20,XFYRAC21,FYRACE21,XFYRAC22,FYRACE22,XFYRAC23,FYRACE23,XFYRAC24,FYRACE24
101648,1,999,"Z",0,"Z",0,"R",45,"R",9,"R",4,"R",1,"R",11,"Z",0,"R",18,"R",4,"R",176,"R",16,"R",5,"R",1,"R",259,"R",31,"Z",0,"R",54,"R",5,"R",11,"R",22,"R",192,"R",6,"R",290
101648,2,  1,"Z",0,"Z",0,"R",45,"R",9,"R",4,"R",1,"R",11,"Z",0,"R",18,"R",4,"R",176,"R",16,"R",5,"R",1,"R",259,"R",31,"Z",0,"R",54,"R",5,"R",11,"R",22,"R",192,"R",6,"R",290
101675,1,999,"Z",0,"Z",0,"R",910,"R",1184,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",4,"Z",0,"Z",0,"R",917,"R",1188,"Z",0,"R",2094,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",2105
101675,2,  1,"Z",0,"Z",0,"R",910,"R",1184,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",4,"Z",0,"Z",0,"R",917,"R",1188,"Z",0,"R",2094,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",2105
101693,1,999,"R",38,"R",28,"R",84,"R",479,"R",13,"R",25,"R",4,"R",6,"R",13,"R",9,"R",463,"R",780,"R",49,"R",85,"R",664,"R",1412,"R",66,"R",563,"R",38,"R",10,"R",22,"R",1243,"R",134,"R",2076
101693,2,  1,"R",33,"R",26,"R",67,"R",368,"R",12,"R",24,"R",4,"R",6,"R",13,"R",8,"R",423,"R",667,"R",44,"R",74,"R",596,"R",1173,"R",59,"R",435,"R",36,"R",10,"R",21,"R",1090,"R",118,"R",1769
101693,4,  3,"R",5,"R",2,"R",17,"R",111,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"R",40,"R",113,"R",5,"R",11,"R",68,"R",239,"R",7,"R",128,"R",2,"Z",0,"R",1,"R",153,"R",16,"R",307
101709,1,999,"Z",0,"R",2,"R",115,"R",362,"R",7,"R",12,"R",8,"R",23,"R",22,"R",31,"R",917,"R",1963,"R",20,"R",36,"R",1089,"R",2429,"R",2,"R",477,"R",19,"R",31,"R",53,"R",2880,"R",56,"R",3518
101709,2,  1,"Z",0,"R",2,"R",95,"R",307,"R",5,"R",10,"R",7,"R",23,"R",22,"R",30,"R",790,"R",1562,"R",20,"R",29,"R",939,"R",1963,"R",2,"R",402,"R",15,"R",30,"R",52,"R",2352,"R",49,"R",2902
101709,4,  3,"Z",0,"Z",0,"R",20,"R",55,"R",2,"R",2,"R",1,"Z",0,"Z",0,"R",1,"R",127,"R",401,"Z",0,"R",7,"R",150,"R",466,"Z",0,"R",75,"R",4,"R",1,"R",1,"R",528,"R",7,"R",616
101736,1,999,"R",3,"Z",0,"R",197,"R",430,"R",34,"R",44,"R",6,"R",5,"R",17,"R",24,"R",1751,"R",2607,"R",23,"R",23,"R",2031,"R",3133,"R",3,"R",627,"R",78,"R",11,"R",41,"R",4358,"R",46,"R",5164
101736,2,  1,"R",3,"Z",0,"R",197,"R",430,"R",34,"R",44,"R",6,"R",5,"R",17,"R",24,"R",1751,"R",2607,"R",23,"R",23,"R",2031,"R",3133,"R",3,"R",627,"R",78,"R",11,"R",41,"R",4358,"R",46,"R",5164
101879,1,999,"R",424,"R",236,"R",300,"R",436,"R",35,"R",70,"R",109,"R",81,"R",31,"R",37,"R",2244,"R",3456,"R",335,"R",268,"R",3478,"R",4584,"R",660,"R",736,"R",105,"R",190,"R",68,"R",5700,"R",603,"R",8062
101879,2,  1,"R",379,"R",215,"R",255,"R",365,"R",31,"R",57,"R",18,"R",27,"R",24,"R",34,"R",1838,"R",2801,"R",305,"R",228,"R",2850,"R",3727,"R",594,"R",620,"R",88,"R",45,"R",58,"R",4639,"R",533,"R",6577
101879,4,  3,"R",45,"R",21,"R",45,"R",71,"R",4,"R",13,"R",91,"R",54,"R",7,"R",3,"R",406,"R",655,"R",30,"R",40,"R",628,"R",857,"R",66,"R",116,"R",17,"R",145,"R",10,"R",1061,"R",70,"R",1485
101897,1,999,"Z",0,"Z",0,"R",20,"R",51,"R",64,"R",98,"R",7,"R",5,"R",14,"R",27,"R",972,"R",1891,"R",4,"R",8,"R",1081,"R",2080,"Z",0,"R",71,"R",162,"R",12,"R",41,"R",2863,"R",12,"R",3161
101897,2,  1,"Z",0,"Z",0,"R",20,"R",51,"R",64,"R",98,"R",7,"R",5,"R",14,"R",27,"R",972,"R",1891,"R",4,"R",8,"R",1081,"R",2080,"Z",0,"R",71,"R",162,"R",12,"R",41,"R",2863,"R",12,"R",3161
101912,1,999,"R",66,"R",97,"R",731,"R",963,"R",4,"Z",0,"R",1,"R",1,"R",2,"R",4,"R",6,"R",3,"R",24,"R",32,"R",834,"R",1100,"R",163,"R",1694,"R",4,"R",2,"R",6,"R",9,"R",56,"R",1934
101912,2,  1,"R",66,"R",97,"R",731,"R",963,"R",4,"Z",0,"R",1,"R",1,"R",2,"R",4,"R",6,"R",3,"R",24,"R",32,"R",834,"R",1100,"R",163,"R",1694,"R",4,"R",2,"R",6,"R",9,"R",56,"R",1934
101949,1,999,"Z",0,"Z",0,"R",194,"R",563,"R",1,"R",7,"Z",0,"R",1,"R",2,"R",4,"R",428,"R",705,"R",3,"R",3,"R",628,"R",1283,"Z",0,"R",757,"R",8,"R",1,"R",6,"R",1133,"R",6,"R",1911
101949,2,  1,"Z",0,"Z",0,"R",194,"R",563,"R",1,"R",7,"Z",0,"R",1,"R",2,"R",4,"R",428,"R",705,"R",3,"R",3,"R",628,"R",1283,"Z",0,"R",757,"R",8,"R",1,"R",6,"R",1133,"R",6,"R",1911
101958,1,999,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",3,"R",49,"Z",0,"Z",0,"R",3,"R",60,"Z",0,"R",9,"Z",0,"R",1,"R",1,"R",52,"Z",0,"R",63
101958,2,  1,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",3,"R",49,"Z",0,"Z",0,"R",3,"R",60,"Z",0,"R",9,"Z",0,"R",1,"R",1,"R",52,"Z",0,"R",63
101994,1,999,"Z",0,"Z",0,"R",120,"R",372,"R",2,"R",10,"Z",0,"R",3,"R",2,"R",1,"R",142,"R",238,"Z",0,"R",1,"R",266,"R",625,"Z",0,"R",492,"R",12,"R",3,"R",3,"R",380,"R",1,"R",891
101994,2,  1,"Z",0,"Z",0,"R",120,"R",372,"R",2,"R",10,"Z",0,"R",3,"R",2,"R",1,"R",142,"R",238,"Z",0,"R",1,"R",266,"R",625,"Z",0,"R",492,"R",12,"R",3,"R",3,"R",380,"R",1,"R",891
102030,1,999,"Z",0,"Z",0,"R",1257,"R",3024,"R",14,"R",38,"R",42,"R",52,"R",15,"R",20,"R",965,"R",1448,"R",70,"R",56,"R",2363,"R",4638,"Z",0,"R",4281,"R",52,"R",94,"R",35,"R",2413,"R",126,"R",7001
102030,2,  1,"Z",0,"Z",0,"R",1257,"R",3024,"R",14,"R",38,"R",42,"R",52,"R",15,"R",20,"R",965,"R",1448,"R",70,"R",56,"R",2363,"R",4638,"Z",0,"R",4281,"R",52,"R",94,"R",35,"R",2413,"R",126,"R",7001
102049,1,999,"R",26,"R",24,"R",124,"R",259,"R",7,"R",17,"R",18,"R",38,"R",19,"R",30,"R",1718,"R",2619,"R",70,"R",80,"R",1982,"R",3067,"R",50,"R",383,"R",24,"R",56,"R",49,"R",4337,"R",150,"R",5049
102049,2,  1,"R",11,"R",9,"R",81,"R",147,"R",3,"R",10,"R",8,"R",20,"R",12,"R",18,"R",981,"R",1824,"R",17,"R",43,"R",1113,"R",2071,"R",20,"R",228,"R",13,"R",28,"R",30,"R",2805,"R",60,"R",3184
102049,3,  2,"R",2,"R",5,"R",30,"R",52,"R",4,"R",6,"R",8,"R",17,"R",7,"R",8,"R",554,"R",472,"R",39,"R",27,"R",644,"R",587,"R",7,"R",82,"R",10,"R",25,"R",15,"R",1026,"R",66,"R",1231
102049,4,  3,"R",13,"R",10,"R",13,"R",60,"Z",0,"R",1,"R",2,"R",1,"Z",0,"R",4,"R",183,"R",323,"R",14,"R",10,"R",225,"R",409,"R",23,"R",73,"R",1,"R",3,"R",4,"R",506,"R",24,"R",634
102067,1,999,"Z",0,"Z",0,"R",849,"R",1808,"R",21,"R",19,"R",58,"R",62,"R",40,"R",47,"R",3414,"R",3068,"R",187,"R",106,"R",4569,"R",5110,"Z",0,"R",2657,"R",40,"R",120,"R",87,"R",6482,"R",293,"R",9679
102067,2,  1,"Z",0,"Z",0,"R",849,"R",1808,"R",21,"R",19,"R",58,"R",62,"R",40,"R",47,"R",3414,"R",3068,"R",187,"R",106,"R",4569,"R",5110,"Z",0,"R",2657,"R",40,"R",120,"R",87,"R",6482,"R",293,"R",9679
102076,1,999,"Z",0,"R",1,"R",38,"R",73,"R",15,"R",25,"R",5,"R",9,"R",22,"R",42,"R",1009,"R",1714,"R",4,"R",16,"R",1093,"R",1880,"R",1,"R",111,"R",40,"R",14,"R",64,"R",2723,"R",20,"R",2973
102076,2,  1,"Z",0,"R",1,"R",38,"R",73,"R",15,"R",25,"R",5,"R",9,"R",22,"R",42,"R",1009,"R",1714,"R",4,"R",16,"R",1093,"R",1880,"R",1,"R",111,"R",40,"R",14,"R",64,"R",2723,"R",20,"R",2973
102094,1,999,"R",347,"R",620,"R",2071,"R",697,"R",83,"R",50,"R",233,"R",155,"R",119,"R",87,"R",6845,"R",4020,"R",319,"R",177,"R",10017,"R",5806,"R",967,"R",2768,"R",133,"R",388,"R",206,"R",10865,"R",496,"R",15823
102094,2,  1,"R",242,"R",360,"R",1615,"R",623,"R",50,"R",46,"R",184,"R",129,"R",94,"R",77,"R",4859,"R",3395,"R",230,"R",154,"R",7274,"R",4784,"R",602,"R",2238,"R",96,"R",313,"R",171,"R",8254,"R",384,"R",12058
102094,3,  2,"Z",0,"R",1,"R",22,"R",4,"Z",0,"Z",0,"R",9,"R",9,"R",1,"Z",0,"R",94,"R",121,"R",1,"R",1,"R",127,"R",136,"R",1,"R",26,"Z",0,"R",18,"R",1,"R",215,"R",2,"R",263
102094,4,  3,"R",105,"R",259,"R",434,"R",70,"R",33,"R",4,"R",40,"R",17,"R",24,"R",10,"R",1892,"R",504,"R",88,"R",22,"R",2616,"R",886,"R",364,"R",504,"R",37,"R",57,"R",34,"R",2396,"R",110,"R",3502
102216,1,999,"Z",0,"Z",0,"R",14,"R",130,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",14,"R",131,"Z",0,"R",144,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",145
102216,2,  1,"Z",0,"Z",0,"R",14,"R",130,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",14,"R",131,"Z",0,"R",144,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",145
102234,1,999,"R",10,"R",5,"R",51,"R",248,"R",3,"R",9,"R",8,"R",16,"R",39,"R",47,"R",468,"R",802,"R",14,"R",25,"R",593,"R",1152,"R",15,"R",299,"R",12,"R",24,"R",86,"R",1270,"R",39,"R",1745
102234,2,  1,"R",7,"R",4,"R",46,"R",198,"R",3,"R",9,"R",7,"R",15,"R",36,"R",40,"R",387,"R",632,"R",13,"R",22,"R",499,"R",920,"R",11,"R",244,"R",12,"R",22,"R",76,"R",1019,"R",35,"R",1419
102234,4,  3,"R",3,"R",1,"R",5,"R",50,"Z",0,"Z",0,"R",1,"R",1,"R",3,"R",7,"R",81,"R",170,"R",1,"R",3,"R",94,"R",232,"R",4,"R",55,"Z",0,"R",2,"R",10,"R",251,"R",4,"R",326
102261,1,999,"Z",0,"Z",0,"R",29,"R",21,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",138,"R",70,"Z",0,"R",2,"R",167,"R",94,"Z",0,"R",50,"Z",0,"Z",0,"R",1,"R",208,"R",2,"R",261
102261,2,  1,"Z",0,"Z",0,"R",29,"R",21,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",138,"R",70,"Z",0,"R",2,"R",167,"R",94,"Z",0,"R",50,"Z",0,"Z",0,"R",1,"R",208,"R",2,"R",261
102270,1,999,"R",1,"R",3,"R",369,"R",374,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",3,"R",18,"R",7,"R",21,"R",8,"R",410,"R",397,"R",4,"R",743,"Z",0,"R",2,"R",4,"R",25,"R",29,"R",807
102270,2,  1,"R",1,"R",3,"R",369,"R",374,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",3,"R",18,"R",7,"R",21,"R",8,"R",410,"R",397,"R",4,"R",743,"Z",0,"R",2,"R",4,"R",25,"R",29,"R",807
102298,1,999,"Z",0,"Z",0,"R",156,"R",268,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",157,"R",268,"Z",0,"R",424,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",425
102298,2,  1,"Z",0,"Z",0,"R",156,"R",268,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",157,"R",268,"Z",0,"R",424,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",425
102313,1,999,"Z",0,"R",1,"R",550,"R",817,"R",1,"R",1,"R",11,"R",3,"R",3,"R",4,"R",519,"R",287,"R",8,"R",16,"R",1092,"R",1129,"R",1,"R",1367,"R",2,"R",14,"R",7,"R",806,"R",24,"R",2221
102313,2,  1,"Z",0,"R",1,"R",550,"R",817,"R",1,"R",1,"R",11,"R",3,"R",3,"R",4,"R",519,"R",287,"R",8,"R",16,"R",1092,"R",1129,"R",1,"R",1367,"R",2,"R",14,"R",7,"R",806,"R",24,"R",2221
102368,1,999,"R",446,"R",357,"R",4802,"R",10139,"R",119,"R",99,"R",307,"R",241,"R",965,"R",533,"R",9691,"R",9633,"R",1105,"R",1055,"R",17435,"R",22057,"R",803,"R",14941,"R",218,"R",548,"R",1498,"R",19324,"R",2160,"R",39492
102368,2,  1,"R",313,"R",248,"R",3417,"R",5924,"R",94,"R",70,"R",209,"R",153,"R",786,"R",354,"R",7399,"R",6169,"R",876,"R",797,"R",13094,"R",13715,"R",561,"R",9341,"R",164,"R",362,"R",1140,"R",13568,"R",1673,"R",26809
102368,4,  3,"R",133,"R",109,"R",1385,"R",4215,"R",25,"R",29,"R",98,"R",88,"R",179,"R",179,"R",2292,"R",3464,"R",229,"R",258,"R",4341,"R",8342,"R",242,"R",5600,"R",54,"R",186,"R",358,"R",5756,"R",487,"R",12683
102377,1,999,"R",77,"R",45,"R",1520,"R",1608,"R",2,"R",3,"R",5,"R",2,"R",18,"R",6,"R",18,"R",41,"R",449,"R",636,"R",2089,"R",2341,"R",122,"R",3128,"R",5,"R",7,"R",24,"R",59,"R",1085,"R",4430
102377,2,  1,"R",25,"R",18,"R",1428,"R",1425,"R",2,"R",3,"R",2,"R",1,"R",6,"R",1,"R",6,"R",2,"R",421,"R",559,"R",1890,"R",2009,"R",43,"R",2853,"R",5,"R",3,"R",7,"R",8,"R",980,"R",3899
102377,3,  2,"R",2,"R",9,"R",32,"R",100,"Z",0,"Z",0,"R",3,"Z",0,"R",11,"R",5,"R",11,"R",37,"R",20,"R",65,"R",79,"R",216,"R",11,"R",132,"Z",0,"R",3,"R",16,"R",48,"R",85,"R",295
102377,4,  3,"R",50,"R",18,"R",60,"R",83,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",2,"R",8,"R",12,"R",120,"R",116,"R",68,"R",143,"Z",0,"R",1,"R",1,"R",3,"R",20,"R",236
102395,1,999,"Z",0,"Z",0,"R",96,"R",50,"R",1,"R",1,"R",21,"R",9,"R",18,"R",1,"R",515,"R",184,"R",116,"R",34,"R",767,"R",279,"Z",0,"R",146,"R",2,"R",30,"R",19,"R",699,"R",150,"R",1046
102395,2,  1,"Z",0,"Z",0,"R",7,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"R",8,"R",40,"R",5,"R",77,"R",16,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",38,"R",45,"R",93
102395,4,  3,"Z",0,"Z",0,"R",89,"R",47,"R",1,"R",1,"R",21,"R",9,"R",18,"R",1,"R",485,"R",176,"R",76,"R",29,"R",690,"R",263,"Z",0,"R",136,"R",2,"R",30,"R",19,"R",661,"R",105,"R",953
102429,1,999,"Z",0,"Z",0,"R",224,"R",676,"R",5,"R",3,"R",2,"R",13,"R",5,"R",28,"R",1634,"R",2968,"R",33,"R",41,"R",1903,"R",3729,"Z",0,"R",900,"R",8,"R",15,"R",33,"R",4602,"R",74,"R",5632
102429,2,  1,"Z",0,"Z",0,"R",224,"R",676,"R",5,"R",3,"R",2,"R",13,"R",5,"R",28,"R",1634,"R",2968,"R",33,"R",41,"R",1903,"R",3729,"Z",0,"R",900,"R",8,"R",15,"R",33,"R",4602,"R",74,"R",5632
102553,1,999,"R",228,"R",391,"R",371,"R",613,"R",723,"R",1549,"R",506,"R",851,"R",383,"R",647,"R",7321,"R",11850,"R",566,"R",797,"R",10098,"R",16698,"R",619,"R",984,"R",2272,"R",1357,"R",1030,"R",19171,"R",1363,"R",26796
102553,2,  1,"R",213,"R",368,"R",358,"R",592,"R",704,"R",1500,"R",497,"R",828,"R",374,"R",627,"R",6967,"R",11183,"R",543,"R",777,"R",9656,"R",15875,"R",581,"R",950,"R",2204,"R",1325,"R",1001,"R",18150,"R",1320,"R",25531
102553,4,  3,"R",15,"R",23,"R",13,"R",21,"R",19,"R",49,"R",9,"R",23,"R",9,"R",20,"R",354,"R",667,"R",23,"R",20,"R",442,"R",823,"R",38,"R",34,"R",68,"R",32,"R",29,"R",1021,"R",43,"R",1265
102614,1,999,"R",278,"R",287,"R",137,"R",230,"R",877,"R",2083,"R",147,"R",231,"R",134,"R",230,"R",3682,"R",4917,"R",624,"R",628,"R",5879,"R",8606,"R",565,"R",367,"R",2960,"R",378,"R",364,"R",8599,"R",1252,"R",14485
102614,2,  1,"R",121,"R",209,"R",133,"R",218,"R",851,"R",2020,"R",137,"R",208,"R",125,"R",210,"R",3235,"R",4392,"R",610,"R",617,"R",5212,"R",7874,"R",330,"R",351,"R",2871,"R",345,"R",335,"R",7627,"R",1227,"R",13086
102614,4,  3,"R",157,"R",78,"R",4,"R",12,"R",26,"R",63,"R",10,"R",23,"R",9,"R",20,"R",447,"R",525,"R",14,"R",11,"R",667,"R",732,"R",235,"R",16,"R",89,"R",33,"R",29,"R",972,"R",25,"R",1399
102632,1,999,"R",30,"R",73,"R",10,"R",29,"R",297,"R",685,"R",75,"R",130,"R",34,"R",92,"R",1548,"R",3057,"R",265,"R",298,"R",2259,"R",4364,"R",103,"R",39,"R",982,"R",205,"R",126,"R",4605,"R",563,"R",6623
102632,2,  1,"R",29,"R",62,"R",8,"R",27,"R",291,"R",652,"R",73,"R",122,"R",33,"R",84,"R",1422,"R",2781,"R",259,"R",285,"R",2115,"R",4013,"R",91,"R",35,"R",943,"R",195,"R",117,"R",4203,"R",544,"R",6128
102632,4,  3,"R",1,"R",11,"R",2,"R",2,"R",6,"R",33,"R",2,"R",8,"R",1,"R",8,"R",126,"R",276,"R",6,"R",13,"R",144,"R",351,"R",12,"R",4,"R",39,"R",10,"R",9,"R",402,"R",19,"R",495
102669,1,999,"R",5,"R",4,"R",16,"R",31,"R",43,"R",169,"R",7,"R",22,"R",7,"R",19,"R",241,"R",447,"R",22,"R",35,"R",341,"R",727,"R",9,"R",47,"R",212,"R",29,"R",26,"R",688,"R",57,"R",1068
102669,2,  1,"R",1,"R",1,"R",10,"R",29,"R",28,"R",156,"R",5,"R",19,"R",4,"R",16,"R",177,"R",320,"R",14,"R",31,"R",239,"R",572,"R",2,"R",39,"R",184,"R",24,"R",20,"R",497,"R",45,"R",811
102669,4,  3,"R",4,"R",3,"R",6,"R",2,"R",15,"R",13,"R",2,"R",3,"R",3,"R",3,"R",64,"R",127,"R",8,"R",4,"R",102,"R",155,"R",7,"R",8,"R",28,"R",5,"R",6,"R",191,"R",12,"R",257
102711,1,999,"Z",0,"Z",0,"R",42,"R",60,"R",941,"R",511,"R",37,"R",67,"R",36,"R",41,"R",775,"R",403,"R",193,"R",123,"R",2024,"R",1205,"Z",0,"R",102,"R",1452,"R",104,"R",77,"R",1178,"R",316,"R",3229
102711,2,  1,"Z",0,"Z",0,"R",42,"R",60,"R",941,"R",511,"R",37,"R",67,"R",36,"R",41,"R",775,"R",403,"R",193,"R",123,"R",2024,"R",1205,"Z",0,"R",102,"R",1452,"R",104,"R",77,"R",1178,"R",316,"R",3229
102845,1,999,"Z",0,"Z",0,"R",36,"R",47,"R",32,"R",59,"R",41,"R",46,"R",15,"R",17,"R",194,"R",228,"R",54,"R",110,"R",372,"R",507,"Z",0,"R",83,"R",91,"R",87,"R",32,"R",422,"R",164,"R",879
102845,2,  1,"Z",0,"Z",0,"R",36,"R",47,"R",32,"R",59,"R",41,"R",46,"R",15,"R",17,"R",194,"R",228,"R",54,"R",110,"R",372,"R",507,"Z",0,"R",83,"R",91,"R",87,"R",32,"R",422,"R",164,"R",879
103361,1,999,"R",13,"R",21,"R",9,"R",7,"R",304,"R",267,"R",41,"R",40,"R",35,"R",22,"R",1165,"R",793,"R",203,"R",128,"R",1770,"R",1278,"R",34,"R",16,"R",571,"R",81,"R",57,"R",1958,"R",331,"R",3048
103361,2,  1,"R",13,"R",21,"R",9,"R",7,"R",304,"R",267,"R",41,"R",40,"R",35,"R",22,"R",1165,"R",793,"R",203,"R",128,"R",1770,"R",1278,"R",34,"R",16,"R",571,"R",81,"R",57,"R",1958,"R",331,"R",3048
103440,1,999,"Z",0,"Z",0,"R",1,"R",5,"R",61,"R",93,"R",1,"R",2,"R",1,"R",5,"R",50,"R",67,"R",5,"R",7,"R",119,"R",179,"Z",0,"R",6,"R",154,"R",3,"R",6,"R",117,"R",12,"R",298
103440,2,  1,"Z",0,"Z",0,"R",1,"R",5,"R",61,"R",93,"R",1,"R",2,"R",1,"R",5,"R",50,"R",67,"R",5,"R",7,"R",119,"R",179,"Z",0,"R",6,"R",154,"R",3,"R",6,"R",117,"R",12,"R",298
103501,1,999,"Z",0,"Z",0,"R",4,"R",36,"R",17,"R",79,"R",10,"R",48,"R",7,"R",27,"R",25,"R",202,"Z",0,"R",13,"R",63,"R",405,"Z",0,"R",40,"R",96,"R",58,"R",34,"R",227,"R",13,"R",468
103501,2,  1,"Z",0,"Z",0,"R",4,"R",36,"R",17,"R",79,"R",10,"R",48,"R",7,"R",27,"R",25,"R",202,"Z",0,"R",13,"R",63,"R",405,"Z",0,"R",40,"R",96,"R",58,"R",34,"R",227,"R",13,"R",468
103644,1,999,"R",1,"R",6,"R",58,"R",216,"R",18,"R",69,"R",9,"R",39,"R",101,"R",356,"R",134,"R",720,"R",99,"R",316,"R",420,"R",1722,"R",7,"R",274,"R",87,"R",48,"R",457,"R",854,"R",415,"R",2142
103644,2,  1,"R",1,"R",6,"R",58,"R",216,"R",18,"R",69,"R",9,"R",39,"R",101,"R",356,"R",134,"R",720,"R",99,"R",316,"R",420,"R",1722,"R",7,"R",274,"R",87,"R",48,"R",457,"R",854,"R",415,"R",2142
103723,1,999,"Z",0,"Z",0,"R",64,"R",13,"R",30,"R",17,"R",13,"R",4,"R",65,"R",32,"R",276,"R",93,"R",688,"R",272,"R",1136,"R",431,"Z",0,"R",77,"R",47,"R",17,"R",97,"R",369,"R",960,"R",1567
103723,2,  1,"Z",0,"Z",0,"R",64,"R",13,"R",30,"R",17,"R",13,"R",4,"R",65,"R",32,"R",276,"R",93,"R",688,"R",272,"R",1136,"R",431,"Z",0,"R",77,"R",47,"R",17,"R",97,"R",369,"R",960,"R",1567
103732,1,999,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",10,"R",1,"R",1,"Z",0,"R",11,"R",4,"R",59,"R",1,"R",1,"R",6,"R",93,"Z",0,"R",11,"R",10,"R",2,"R",11,"R",63,"R",2,"R",99
103732,2,  1,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",10,"R",1,"R",1,"Z",0,"R",11,"R",4,"R",59,"R",1,"R",1,"R",6,"R",93,"Z",0,"R",11,"R",10,"R",2,"R",11,"R",63,"R",2,"R",99
103741,1,999,"Z",0,"Z",0,"R",1,"R",19,"Z",0,"R",3,"Z",0,"R",10,"R",7,"R",197,"R",6,"R",186,"Z",0,"R",7,"R",14,"R",422,"Z",0,"R",20,"R",3,"R",10,"R",204,"R",192,"R",7,"R",436
103741,2,  1,"Z",0,"Z",0,"R",1,"R",19,"Z",0,"R",3,"Z",0,"R",10,"R",7,"R",197,"R",6,"R",186,"Z",0,"R",7,"R",14,"R",422,"Z",0,"R",20,"R",3,"R",10,"R",204,"R",192,"R",7,"R",436
103778,1,999,"R",556,"R",178,"R",5,"R",7,"R",1,"Z",0,"R",34,"R",25,"R",35,"R",15,"R",254,"R",106,"R",106,"R",31,"R",991,"R",362,"R",734,"R",12,"R",1,"R",59,"R",50,"R",360,"R",137,"R",1353
103778,4,  3,"R",556,"R",178,"R",5,"R",7,"R",1,"Z",0,"R",34,"R",25,"R",35,"R",15,"R",254,"R",106,"R",106,"R",31,"R",991,"R",362,"R",734,"R",12,"R",1,"R",59,"R",50,"R",360,"R",137,"R",1353
103787,1,999,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",26,"R",4,"Z",0,"R",4,"R",4,"R",8,"R",5,"Z",0,"Z",0,"R",41,"R",35,"Z",0,"Z",0,"R",51,"R",4,"R",8,"R",13,"Z",0,"R",76
103787,2,  1,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",26,"R",4,"Z",0,"R",4,"R",4,"R",8,"R",5,"Z",0,"Z",0,"R",41,"R",35,"Z",0,"Z",0,"R",51,"R",4,"R",8,"R",13,"Z",0,"R",76
103811,1,999,"Z",0,"Z",0,"R",100,"R",24,"R",10,"R",1,"R",8,"R",3,"R",161,"R",19,"R",404,"R",56,"R",10,"Z",0,"R",693,"R",103,"Z",0,"R",124,"R",11,"R",11,"R",180,"R",460,"R",10,"R",796
103811,2,  1,"Z",0,"Z",0,"R",100,"R",24,"R",10,"R",1,"R",8,"R",3,"R",161,"R",19,"R",404,"R",56,"R",10,"Z",0,"R",693,"R",103,"Z",0,"R",124,"R",11,"R",11,"R",180,"R",460,"R",10,"R",796
103893,1,999,"Z",0,"Z",0,"R",95,"R",280,"R",54,"R",582,"R",18,"R",85,"R",320,"R",1686,"R",356,"R",1734,"R",51,"R",310,"R",894,"R",4677,"Z",0,"R",375,"R",636,"R",103,"R",2006,"R",2090,"R",361,"R",5571
