UNITID,EFFYLEV,LSTUDY,XFYRAC01,FYRACE01,XFYRAC02,FYRACE02,XFYRAC03,FYRACE03,XFYRAC04,FYRACE04,XFYRAC05,FYRACE05,XFYRAC06,FYRACE06,XFYRAC07,FYRACE07,XFYRAC08,FYRACE08,XFYRAC09,FYRACE09,XFYRAC10,FYRACE10,XFYRAC11,FYRACE11,XFYRAC12,FYRACE12,XFYRAC13,FYRACE13,XFYRAC14,FYRACE14,XFYRAC15,FYRACE15,XFYRAC16,FYRACE16,XFYRAC17,FYRACE17,XFYRAC18,FYRACE18,XFYRAC19,FYRACE19,XFYRAC20,FYRACE20,XFYRAC21,FYRACE21,XFYRAC22,FYRACE22,XFYRAC23,FYRACE23,XFYRAC24,FYRACE24
183062,4,  3,"Z",0,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",71,"R",199,"R",15,"R",70,"R",87,"R",274,"R",2,"R",1,"Z",0,"Z",0,"R",3,"R",270,"R",85,"R",361
183071,1,999,"R",10,"R",13,"R",14,"R",11,"R",4,"R",2,"R",25,"R",23,"R",11,"R",25,"R",670,"R",1076,"R",197,"R",183,"R",931,"R",1333,"R",23,"R",25,"R",6,"R",48,"R",36,"R",1746,"R",380,"R",2264
183071,2,  1,"R",7,"R",8,"R",10,"R",10,"R",2,"R",1,"R",16,"R",13,"R",10,"R",21,"R",481,"R",707,"R",152,"R",125,"R",678,"R",885,"R",15,"R",20,"R",3,"R",29,"R",31,"R",1188,"R",277,"R",1563
183071,4,  3,"R",3,"R",5,"R",4,"R",1,"R",2,"R",1,"R",9,"R",10,"R",1,"R",4,"R",189,"R",369,"R",45,"R",58,"R",253,"R",448,"R",8,"R",5,"R",3,"R",19,"R",5,"R",558,"R",103,"R",701
183080,1,999,"R",22,"R",12,"R",38,"R",26,"R",15,"R",9,"R",20,"R",34,"R",42,"R",36,"R",2734,"R",3844,"R",258,"R",419,"R",3129,"R",4380,"R",34,"R",64,"R",24,"R",54,"R",78,"R",6578,"R",677,"R",7509
183080,2,  1,"R",15,"R",6,"R",32,"R",11,"R",13,"R",6,"R",15,"R",21,"R",34,"R",17,"R",2091,"R",1999,"R",184,"R",148,"R",2384,"R",2208,"R",21,"R",43,"R",19,"R",36,"R",51,"R",4090,"R",332,"R",4592
183080,4,  3,"R",7,"R",6,"R",6,"R",15,"R",2,"R",3,"R",5,"R",13,"R",8,"R",19,"R",643,"R",1845,"R",74,"R",271,"R",745,"R",2172,"R",13,"R",21,"R",5,"R",18,"R",27,"R",2488,"R",345,"R",2917
183099,1,999,"R",7,"R",5,"R",59,"R",34,"R",9,"R",11,"R",32,"R",46,"R",45,"R",32,"R",1883,"R",2573,"R",322,"R",450,"R",2357,"R",3151,"R",12,"R",93,"R",20,"R",78,"R",77,"R",4456,"R",772,"R",5508
183099,2,  1,"R",7,"R",5,"R",59,"R",34,"R",9,"R",11,"R",32,"R",46,"R",45,"R",32,"R",1883,"R",2573,"R",322,"R",450,"R",2357,"R",3151,"R",12,"R",93,"R",20,"R",78,"R",77,"R",4456,"R",772,"R",5508
183105,1,999,"Z",0,"R",1,"R",1,"R",2,"R",2,"R",1,"R",1,"R",3,"R",1,"R",2,"R",373,"R",456,"R",123,"R",97,"R",501,"R",562,"R",1,"R",3,"R",3,"R",4,"R",3,"R",829,"R",220,"R",1063
183105,2,  1,"Z",0,"R",1,"R",1,"R",2,"R",2,"R",1,"R",1,"R",3,"R",1,"R",2,"R",373,"R",456,"R",123,"R",97,"R",501,"R",562,"R",1,"R",3,"R",3,"R",4,"R",3,"R",829,"R",220,"R",1063
183114,1,999,"Z",0,"R",1,"R",24,"R",22,"R",3,"R",2,"R",22,"R",25,"R",31,"R",37,"R",693,"R",1250,"R",141,"R",206,"R",914,"R",1543,"R",1,"R",46,"R",5,"R",47,"R",68,"R",1943,"R",347,"R",2457
183114,2,  1,"Z",0,"R",1,"R",24,"R",22,"R",3,"R",2,"R",22,"R",25,"R",31,"R",37,"R",693,"R",1250,"R",141,"R",206,"R",914,"R",1543,"R",1,"R",46,"R",5,"R",47,"R",68,"R",1943,"R",347,"R",2457
183123,1,999,"Z",0,"Z",0,"R",1,"R",3,"R",2,"R",2,"R",2,"R",5,"R",2,"R",3,"R",668,"R",805,"R",215,"R",175,"R",890,"R",993,"Z",0,"R",4,"R",4,"R",7,"R",5,"R",1473,"R",390,"R",1883
183123,2,  1,"Z",0,"Z",0,"R",1,"R",3,"R",2,"R",2,"R",2,"R",5,"R",2,"R",3,"R",668,"R",805,"R",215,"R",175,"R",890,"R",993,"Z",0,"R",4,"R",4,"R",7,"R",5,"R",1473,"R",390,"R",1883
183132,1,999,"Z",0,"R",2,"R",20,"R",28,"R",4,"R",8,"R",24,"R",34,"R",30,"R",27,"R",1159,"R",1581,"R",341,"R",343,"R",1578,"R",2023,"R",2,"R",48,"R",12,"R",58,"R",57,"R",2740,"R",684,"R",3601
183132,2,  1,"Z",0,"R",2,"R",20,"R",28,"R",4,"R",8,"R",24,"R",34,"R",30,"R",27,"R",1159,"R",1581,"R",341,"R",343,"R",1578,"R",2023,"R",2,"R",48,"R",12,"R",58,"R",57,"R",2740,"R",684,"R",3601
183141,1,999,"Z",0,"Z",0,"R",14,"R",12,"R",2,"R",1,"R",12,"R",14,"R",18,"R",20,"R",392,"R",701,"R",79,"R",117,"R",517,"R",865,"Z",0,"R",26,"R",3,"R",26,"R",38,"R",1093,"R",196,"R",1382
183141,2,  1,"Z",0,"Z",0,"R",14,"R",12,"R",2,"R",1,"R",12,"R",14,"R",18,"R",20,"R",392,"R",701,"R",79,"R",117,"R",517,"R",865,"Z",0,"R",26,"R",3,"R",26,"R",38,"R",1093,"R",196,"R",1382
183150,1,999,"Z",0,"R",1,"R",15,"R",20,"R",3,"R",6,"R",18,"R",24,"R",19,"R",22,"R",838,"R",1146,"R",248,"R",247,"R",1141,"R",1466,"R",1,"R",35,"R",9,"R",42,"R",41,"R",1984,"R",495,"R",2607
183150,2,  1,"Z",0,"R",1,"R",15,"R",20,"R",3,"R",6,"R",18,"R",24,"R",19,"R",22,"R",838,"R",1146,"R",248,"R",247,"R",1141,"R",1466,"R",1,"R",35,"R",9,"R",42,"R",41,"R",1984,"R",495,"R",2607
183202,1,999,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",50,"Z",0,"R",1,"R",4,"R",52,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",53,"R",1,"R",56
183202,2,  1,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",50,"Z",0,"R",1,"R",4,"R",52,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",53,"R",1,"R",56
183211,1,999,"R",5,"R",16,"R",11,"R",24,"Z",0,"R",5,"R",12,"R",21,"R",18,"R",35,"R",384,"R",1574,"R",228,"R",518,"R",658,"R",2193,"R",21,"R",35,"R",5,"R",33,"R",53,"R",1958,"R",746,"R",2851
183211,2,  1,"Z",0,"R",1,"R",8,"R",21,"Z",0,"R",3,"R",7,"R",16,"R",13,"R",25,"R",242,"R",1024,"R",124,"R",265,"R",394,"R",1355,"R",1,"R",29,"R",3,"R",23,"R",38,"R",1266,"R",389,"R",1749
183211,4,  3,"R",5,"R",15,"R",3,"R",3,"Z",0,"R",2,"R",5,"R",5,"R",5,"R",10,"R",142,"R",550,"R",104,"R",253,"R",264,"R",838,"R",20,"R",6,"R",2,"R",10,"R",15,"R",692,"R",357,"R",1102
183239,1,999,"R",12,"R",9,"R",7,"R",5,"R",1,"R",1,"R",9,"R",12,"R",9,"R",9,"R",647,"R",879,"R",201,"R",323,"R",886,"R",1238,"R",21,"R",12,"R",2,"R",21,"R",18,"R",1526,"R",524,"R",2124
183239,2,  1,"R",12,"R",9,"R",7,"R",5,"R",1,"R",1,"R",9,"R",12,"R",9,"R",9,"R",647,"R",879,"R",201,"R",323,"R",886,"R",1238,"R",21,"R",12,"R",2,"R",21,"R",18,"R",1526,"R",524,"R",2124
183248,1,999,"Z",0,"Z",0,"R",9,"R",13,"Z",0,"Z",0,"R",2,"R",7,"Z",0,"R",4,"R",9,"R",95,"Z",0,"Z",0,"R",20,"R",119,"Z",0,"R",22,"Z",0,"R",9,"R",4,"R",104,"Z",0,"R",139
183248,2,  1,"Z",0,"Z",0,"R",9,"R",13,"Z",0,"Z",0,"R",2,"R",7,"Z",0,"R",4,"R",9,"R",95,"Z",0,"Z",0,"R",20,"R",119,"Z",0,"R",22,"Z",0,"R",9,"R",4,"R",104,"Z",0,"R",139
183257,1,999,"Z",0,"R",2,"R",5,"R",10,"R",1,"R",12,"R",6,"R",11,"R",6,"R",15,"R",468,"R",1579,"R",144,"R",390,"R",630,"R",2019,"R",2,"R",15,"R",13,"R",17,"R",21,"R",2047,"R",534,"R",2649
183257,2,  1,"Z",0,"R",2,"R",5,"R",9,"R",1,"R",12,"R",5,"R",10,"R",6,"R",14,"R",433,"R",1428,"R",104,"R",268,"R",554,"R",1743,"R",2,"R",14,"R",13,"R",15,"R",20,"R",1861,"R",372,"R",2297
183257,4,  3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",35,"R",151,"R",40,"R",122,"R",76,"R",276,"Z",0,"R",1,"Z",0,"R",2,"R",1,"R",186,"R",162,"R",352
183275,1,999,"R",1,"R",3,"Z",0,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"R",1,"R",2,"R",31,"R",35,"R",9,"R",5,"R",45,"R",45,"R",4,"Z",0,"R",1,"R",2,"R",3,"R",66,"R",14,"R",90
183275,2,  1,"R",1,"R",3,"Z",0,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"R",1,"R",2,"R",31,"R",35,"R",9,"R",5,"R",45,"R",45,"R",4,"Z",0,"R",1,"R",2,"R",3,"R",66,"R",14,"R",90
183345,1,999,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"R",1,"R",1,"R",3,"R",2,"R",1,"R",80,"R",138,"R",15,"R",26,"R",98,"R",172,"R",1,"R",2,"R",1,"R",4,"R",3,"R",218,"R",41,"R",270
183345,2,  1,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"R",1,"R",1,"R",3,"R",2,"R",1,"R",80,"R",138,"R",15,"R",26,"R",98,"R",172,"R",1,"R",2,"R",1,"R",4,"R",3,"R",218,"R",41,"R",270
183488,1,999,"Z",0,"Z",0,"R",39,"R",251,"Z",0,"Z",0,"R",29,"R",36,"R",16,"R",178,"R",6,"R",118,"Z",0,"R",17,"R",90,"R",600,"Z",0,"R",290,"Z",0,"R",65,"R",194,"R",124,"R",17,"R",690
183488,2,  1,"Z",0,"Z",0,"R",39,"R",251,"Z",0,"Z",0,"R",29,"R",36,"R",16,"R",178,"R",6,"R",118,"Z",0,"R",17,"R",90,"R",600,"Z",0,"R",290,"Z",0,"R",65,"R",194,"R",124,"R",17,"R",690
183600,1,999,"Z",0,"R",30,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",10,"Z",0,"Z",0,"R",1,"R",40,"R",30,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",41
183600,2,  1,"Z",0,"R",30,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",10,"Z",0,"Z",0,"R",1,"R",40,"R",30,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",41
183655,1,999,"Z",0,"Z",0,"R",411,"R",973,"R",12,"R",16,"R",384,"R",509,"R",344,"R",605,"R",2141,"R",3486,"R",395,"R",575,"R",3687,"R",6164,"Z",0,"R",1384,"R",28,"R",893,"R",949,"R",5627,"R",970,"R",9851
183655,2,  1,"Z",0,"Z",0,"R",411,"R",973,"R",12,"R",16,"R",384,"R",509,"R",344,"R",605,"R",2141,"R",3486,"R",395,"R",575,"R",3687,"R",6164,"Z",0,"R",1384,"R",28,"R",893,"R",949,"R",5627,"R",970,"R",9851
183725,1,999,"Z",0,"Z",0,"R",9,"R",116,"Z",0,"R",1,"R",1,"R",13,"R",11,"R",184,"R",16,"R",207,"R",9,"R",58,"R",46,"R",579,"Z",0,"R",125,"R",1,"R",14,"R",195,"R",223,"R",67,"R",625
183725,2,  1,"Z",0,"Z",0,"R",9,"R",116,"Z",0,"R",1,"R",1,"R",13,"R",11,"R",184,"R",16,"R",207,"R",9,"R",58,"R",46,"R",579,"Z",0,"R",125,"R",1,"R",14,"R",195,"R",223,"R",67,"R",625
183743,1,999,"R",539,"R",935,"R",575,"R",829,"R",19,"R",23,"R",1114,"R",1229,"R",1871,"R",2618,"R",4505,"R",5449,"R",511,"R",620,"R",9134,"R",11703,"R",1474,"R",1404,"R",42,"R",2343,"R",4489,"R",9954,"R",1131,"R",20837
183743,2,  1,"R",539,"R",935,"R",575,"R",829,"R",19,"R",23,"R",1114,"R",1229,"R",1871,"R",2618,"R",4505,"R",5449,"R",511,"R",620,"R",9134,"R",11703,"R",1474,"R",1404,"R",42,"R",2343,"R",4489,"R",9954,"R",1131,"R",20837
183789,1,999,"R",24,"R",39,"R",149,"R",404,"R",1,"R",5,"R",62,"R",99,"R",294,"R",759,"R",277,"R",945,"R",25,"R",87,"R",832,"R",2338,"R",63,"R",553,"R",6,"R",161,"R",1053,"R",1222,"R",112,"R",3170
183789,2,  1,"R",24,"R",39,"R",149,"R",404,"R",1,"R",5,"R",62,"R",99,"R",294,"R",759,"R",277,"R",945,"R",25,"R",87,"R",832,"R",2338,"R",63,"R",553,"R",6,"R",161,"R",1053,"R",1222,"R",112,"R",3170
183804,1,999,"R",141,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",4749,"Z",0,"Z",0,"Z",0,"R",4898,"Z",0,"R",141,"Z",0,"Z",0,"Z",0,"R",8,"R",4749,"Z",0,"R",4898
183804,2,  1,"R",123,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2088,"Z",0,"Z",0,"Z",0,"R",2213,"Z",0,"R",123,"Z",0,"Z",0,"Z",0,"R",2,"R",2088,"Z",0,"R",2213
183804,4,  3,"R",18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",2661,"Z",0,"Z",0,"Z",0,"R",2685,"Z",0,"R",18,"Z",0,"Z",0,"Z",0,"R",6,"R",2661,"Z",0,"R",2685
183822,1,999,"R",27,"R",27,"R",374,"R",974,"R",2,"R",2,"R",45,"R",64,"R",129,"R",328,"R",160,"R",250,"R",63,"R",142,"R",800,"R",1787,"R",54,"R",1348,"R",4,"R",109,"R",457,"R",410,"R",205,"R",2587
183822,2,  1,"R",27,"R",27,"R",374,"R",974,"R",2,"R",2,"R",45,"R",64,"R",129,"R",328,"R",160,"R",250,"R",63,"R",142,"R",800,"R",1787,"R",54,"R",1348,"R",4,"R",109,"R",457,"R",410,"R",205,"R",2587
183859,1,999,"R",37,"R",79,"R",723,"R",1309,"R",15,"R",21,"R",410,"R",499,"R",606,"R",857,"R",6463,"R",8377,"R",245,"R",331,"R",8499,"R",11473,"R",116,"R",2032,"R",36,"R",909,"R",1463,"R",14840,"R",576,"R",19972
183859,2,  1,"R",37,"R",79,"R",723,"R",1309,"R",15,"R",21,"R",410,"R",499,"R",606,"R",857,"R",6463,"R",8377,"R",245,"R",331,"R",8499,"R",11473,"R",116,"R",2032,"R",36,"R",909,"R",1463,"R",14840,"R",576,"R",19972
183877,1,999,"Z",0,"Z",0,"R",914,"R",1597,"R",13,"R",18,"R",202,"R",298,"R",258,"R",427,"R",3207,"R",4486,"R",292,"R",437,"R",4886,"R",7263,"Z",0,"R",2511,"R",31,"R",500,"R",685,"R",7693,"R",729,"R",12149
183877,2,  1,"Z",0,"Z",0,"R",914,"R",1597,"R",13,"R",18,"R",202,"R",298,"R",258,"R",427,"R",3207,"R",4486,"R",292,"R",437,"R",4886,"R",7263,"Z",0,"R",2511,"R",31,"R",500,"R",685,"R",7693,"R",729,"R",12149
183910,1,999,"R",48,"R",44,"R",84,"R",289,"Z",0,"R",3,"R",21,"R",44,"R",69,"R",189,"R",525,"R",1361,"R",27,"R",91,"R",774,"R",2021,"R",92,"R",373,"R",3,"R",65,"R",258,"R",1886,"R",118,"R",2795
183910,2,  1,"R",45,"R",41,"R",80,"R",248,"Z",0,"R",3,"R",14,"R",30,"R",58,"R",161,"R",415,"R",843,"R",18,"R",71,"R",630,"R",1397,"R",86,"R",328,"R",3,"R",44,"R",219,"R",1258,"R",89,"R",2027
183910,4,  3,"R",3,"R",3,"R",4,"R",41,"Z",0,"Z",0,"R",7,"R",14,"R",11,"R",28,"R",110,"R",518,"R",9,"R",20,"R",144,"R",624,"R",6,"R",45,"Z",0,"R",21,"R",39,"R",628,"R",29,"R",768
183938,1,999,"Z",0,"Z",0,"R",1392,"R",3106,"R",26,"R",62,"R",591,"R",700,"R",533,"R",1080,"R",5261,"R",8324,"R",349,"R",531,"R",8152,"R",13803,"Z",0,"R",4498,"R",88,"R",1291,"R",1613,"R",13585,"R",880,"R",21955
183938,2,  1,"Z",0,"Z",0,"R",1392,"R",3106,"R",26,"R",62,"R",591,"R",700,"R",533,"R",1080,"R",5261,"R",8324,"R",349,"R",531,"R",8152,"R",13803,"Z",0,"R",4498,"R",88,"R",1291,"R",1613,"R",13585,"R",880,"R",21955
183974,1,999,"R",38,"R",56,"R",80,"R",156,"R",2,"R",13,"R",36,"R",37,"R",51,"R",193,"R",600,"R",1172,"R",57,"R",118,"R",864,"R",1745,"R",94,"R",236,"R",15,"R",73,"R",244,"R",1772,"R",175,"R",2609
183974,2,  1,"R",35,"R",48,"R",72,"R",146,"R",2,"R",8,"R",31,"R",30,"R",46,"R",95,"R",402,"R",892,"R",26,"R",78,"R",614,"R",1297,"R",83,"R",218,"R",10,"R",61,"R",141,"R",1294,"R",104,"R",1911
183974,4,  3,"R",3,"R",8,"R",8,"R",10,"Z",0,"R",5,"R",5,"R",7,"R",5,"R",98,"R",198,"R",280,"R",31,"R",40,"R",250,"R",448,"R",11,"R",18,"R",5,"R",12,"R",103,"R",478,"R",71,"R",698
183983,1,999,"Z",0,"Z",0,"R",14,"R",1,"Z",0,"Z",0,"R",2,"Z",0,"R",19,"Z",0,"R",42,"R",2,"R",2,"Z",0,"R",79,"R",3,"Z",0,"R",15,"Z",0,"R",2,"R",19,"R",44,"R",2,"R",82
183983,2,  1,"Z",0,"Z",0,"R",14,"R",1,"Z",0,"Z",0,"R",2,"Z",0,"R",19,"Z",0,"R",42,"R",2,"R",2,"Z",0,"R",79,"R",3,"Z",0,"R",15,"Z",0,"R",2,"R",19,"R",44,"R",2,"R",82
184010,1,999,"Z",0,"Z",0,"R",3,"R",9,"Z",0,"R",1,"R",18,"R",50,"R",2,"R",9,"R",7,"R",97,"R",3,"R",5,"R",33,"R",171,"Z",0,"R",12,"R",1,"R",68,"R",11,"R",104,"R",8,"R",204
184010,2,  1,"Z",0,"Z",0,"R",3,"R",9,"Z",0,"R",1,"R",18,"R",50,"R",2,"R",9,"R",7,"R",97,"R",3,"R",5,"R",33,"R",171,"Z",0,"R",12,"R",1,"R",68,"R",11,"R",104,"R",8,"R",204
184047,1,999,"Z",0,"Z",0,"R",48,"R",38,"R",1,"R",1,"R",20,"R",21,"R",84,"R",53,"R",509,"R",256,"Z",0,"Z",0,"R",662,"R",369,"Z",0,"R",86,"R",2,"R",41,"R",137,"R",765,"Z",0,"R",1031
184047,2,  1,"Z",0,"Z",0,"R",48,"R",38,"R",1,"R",1,"R",20,"R",21,"R",84,"R",53,"R",509,"R",256,"Z",0,"Z",0,"R",662,"R",369,"Z",0,"R",86,"R",2,"R",41,"R",137,"R",765,"Z",0,"R",1031
184056,1,999,"R",1,"Z",0,"R",45,"R",174,"Z",0,"Z",0,"R",10,"R",17,"R",21,"R",89,"R",48,"R",162,"Z",0,"Z",0,"R",125,"R",442,"R",1,"R",219,"Z",0,"R",27,"R",110,"R",210,"Z",0,"R",567
184056,2,  1,"R",1,"Z",0,"R",45,"R",174,"Z",0,"Z",0,"R",10,"R",17,"R",21,"R",89,"R",48,"R",162,"Z",0,"Z",0,"R",125,"R",442,"R",1,"R",219,"Z",0,"R",27,"R",110,"R",210,"Z",0,"R",567
184092,1,999,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",10,"Z",0,"R",4,"Z",0,"Z",0,"R",2,"R",18,"Z",0,"R",4,"Z",0,"Z",0,"R",12,"R",4,"Z",0,"R",20
184092,2,  1,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",10,"Z",0,"R",4,"Z",0,"Z",0,"R",2,"R",18,"Z",0,"R",4,"Z",0,"Z",0,"R",12,"R",4,"Z",0,"R",20
184135,1,999,"Z",0,"Z",0,"R",44,"R",157,"R",2,"R",14,"R",6,"R",27,"R",71,"R",190,"R",54,"R",244,"R",2,"R",6,"R",179,"R",638,"Z",0,"R",201,"R",16,"R",33,"R",261,"R",298,"R",8,"R",817
184135,2,  1,"Z",0,"Z",0,"R",44,"R",157,"R",2,"R",14,"R",6,"R",27,"R",71,"R",190,"R",54,"R",244,"R",2,"R",6,"R",179,"R",638,"Z",0,"R",201,"R",16,"R",33,"R",261,"R",298,"R",8,"R",817
184144,1,999,"Z",0,"R",3,"R",5,"R",36,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"Z",0,"R",5,"R",10,"Z",0,"R",90,"R",12,"R",143,"R",3,"R",41,"Z",0,"R",4,"R",2,"R",15,"R",90,"R",155
184144,2,  1,"Z",0,"R",3,"R",5,"R",36,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"Z",0,"R",5,"R",10,"Z",0,"R",90,"R",12,"R",143,"R",3,"R",41,"Z",0,"R",4,"R",2,"R",15,"R",90,"R",155
184153,1,999,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",3,"R",46,"Z",0,"Z",0,"R",4,"R",51,"R",1,"R",2,"Z",0,"R",2,"R",1,"R",49,"Z",0,"R",55
184153,2,  1,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",3,"R",40,"Z",0,"Z",0,"R",4,"R",45,"R",1,"R",2,"Z",0,"R",2,"R",1,"R",43,"Z",0,"R",49
184153,4,  3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6
184180,1,999,"R",55,"R",131,"R",224,"R",260,"R",10,"R",14,"R",360,"R",432,"R",536,"R",719,"R",3903,"R",4371,"R",578,"R",546,"R",5666,"R",6473,"R",186,"R",484,"R",24,"R",792,"R",1255,"R",8274,"R",1124,"R",12139
184180,2,  1,"R",55,"R",131,"R",224,"R",260,"R",10,"R",14,"R",360,"R",432,"R",536,"R",719,"R",3903,"R",4371,"R",578,"R",546,"R",5666,"R",6473,"R",186,"R",484,"R",24,"R",792,"R",1255,"R",8274,"R",1124,"R",12139
184205,1,999,"Z",0,"Z",0,"R",245,"R",523,"R",29,"R",55,"R",28,"R",24,"R",250,"R",450,"R",890,"R",1465,"R",13,"R",21,"R",1455,"R",2538,"Z",0,"R",768,"R",84,"R",52,"R",700,"R",2355,"R",34,"R",3993
184205,2,  1,"Z",0,"Z",0,"R",245,"R",523,"R",29,"R",55,"R",28,"R",24,"R",250,"R",450,"R",890,"R",1465,"R",13,"R",21,"R",1455,"R",2538,"Z",0,"R",768,"R",84,"R",52,"R",700,"R",2355,"R",34,"R",3993
184269,1,999,"R",29,"R",12,"R",390,"R",227,"R",6,"Z",0,"R",152,"R",46,"R",350,"R",127,"R",837,"R",159,"R",69,"R",19,"R",1833,"R",590,"R",41,"R",617,"R",6,"R",198,"R",477,"R",996,"R",88,"R",2423
184269,2,  1,"R",29,"R",12,"R",390,"R",227,"R",6,"Z",0,"R",152,"R",46,"R",350,"R",127,"R",837,"R",159,"R",69,"R",19,"R",1833,"R",590,"R",41,"R",617,"R",6,"R",198,"R",477,"R",996,"R",88,"R",2423
184278,1,999,"Z",0,"Z",0,"R",4,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",161,"R",8,"Z",0,"Z",0,"R",177,"R",8,"Z",0,"R",4,"R",1,"Z",0,"R",11,"R",169,"Z",0,"R",185
184278,2,  1,"Z",0,"Z",0,"R",4,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",161,"R",8,"Z",0,"Z",0,"R",177,"R",8,"Z",0,"R",4,"R",1,"Z",0,"R",11,"R",169,"Z",0,"R",185
184320,1,999,"R",2,"R",43,"R",59,"R",187,"R",4,"R",6,"Z",0,"R",11,"R",21,"R",104,"R",11,"R",32,"R",4,"Z",0,"R",101,"R",383,"R",45,"R",246,"R",10,"R",11,"R",125,"R",43,"R",4,"R",484
184320,2,  1,"R",2,"R",43,"R",59,"R",187,"R",4,"R",6,"Z",0,"R",11,"R",21,"R",104,"R",11,"R",32,"R",4,"Z",0,"R",101,"R",383,"R",45,"R",246,"R",10,"R",11,"R",125,"R",43,"R",4,"R",484
184348,1,999,"R",135,"R",52,"R",93,"R",111,"R",5,"R",5,"R",74,"R",73,"R",52,"R",84,"R",760,"R",1026,"R",226,"R",315,"R",1345,"R",1666,"R",187,"R",204,"R",10,"R",147,"R",136,"R",1786,"R",541,"R",3011
184348,2,  1,"R",12,"R",4,"R",28,"R",38,"R",2,"R",3,"R",42,"R",55,"R",38,"R",71,"R",478,"R",640,"R",183,"R",255,"R",783,"R",1066,"R",16,"R",66,"R",5,"R",97,"R",109,"R",1118,"R",438,"R",1849
184348,3,  2,"R",28,"R",21,"R",30,"R",34,"Z",0,"R",1,"R",9,"R",3,"R",3,"R",3,"R",38,"R",56,"R",5,"R",6,"R",113,"R",124,"R",49,"R",64,"R",1,"R",12,"R",6,"R",94,"R",11,"R",237
184348,4,  3,"R",95,"R",27,"R",35,"R",39,"R",3,"R",1,"R",23,"R",15,"R",11,"R",10,"R",244,"R",330,"R",38,"R",54,"R",449,"R",476,"R",122,"R",74,"R",4,"R",38,"R",21,"R",574,"R",92,"R",925
184357,1,999,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",10,"R",16,"Z",0,"Z",0,"R",17,"R",17,"Z",0,"R",5,"Z",0,"Z",0,"R",3,"R",26,"Z",0,"R",34
184357,2,  1,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",10,"R",16,"Z",0,"Z",0,"R",17,"R",17,"Z",0,"R",5,"Z",0,"Z",0,"R",3,"R",26,"Z",0,"R",34
184427,1,999,"Z",0,"Z",0,"R",28,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",29,"R",1,"R",81,"R",2,"Z",0,"Z",0,"R",141,"R",3,"Z",0,"R",28,"Z",0,"R",3,"R",30,"R",83,"Z",0,"R",144
184427,2,  1,"Z",0,"Z",0,"R",28,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",29,"R",1,"R",81,"R",2,"Z",0,"Z",0,"R",141,"R",3,"Z",0,"R",28,"Z",0,"R",3,"R",30,"R",83,"Z",0,"R",144
